"","X.1","place","subject","identifier","type","lastname","firstname","translator","title","volume","edition","place_4","place_3","place_2","publisher","year","format","ISBN","ISSN","ISMN","EAN.UPC","binding.price","language","country","date.of.publication","description","collective.title","links","relation","rights","subject.headings","connected.titles","uniform.title","frequency","wv.number","Freq","X","latitude","longitude","author"
"1501",1501,"","","ISBN:978-9941-11-013-9 kart. : GEL 22.90, IDN:990077489",NA,"Badrije","Maia",NA,"1. Pirveli cigni / [mt'argmneli Maia Badrije]","1. Pirveli cigni / [mt'argmneli Maia Badrije]","1. k'art'uli gamoc'ema",NA,NA,NA,NA,2008,"680 S.","978-9941-11-013-9",NA,NA,NA,"kart. : GEL 22.90","geo","",NA,NA,"","","http://d-nb.info/991894758",NA,"","","",NA,"09,A05,2357",2468,1,NA,NA,"Badrije, Maia"
"1503",1503,"","","ISBN:978-80-7008-329-1 Pp., IDN:105266685X","","Augustová","Zuzana",NA,"2. / [Z německého orig. přel. Zuzana Augustová ...]","2. / [Z německého orig. přel. Zuzana Augustová ...]","1. vyd.",NA,NA,NA,NA,2014,"512 S.","978-80-7008-329-1",NA,NA,NA,"Pp.","cze","",NA,NA,"Edice Divadelní hry ; Sv. 14","Inhaltsverzeichnis [http://d-nb.info/105266685x/04]","http://d-nb.info/1072634910, http://d-nb.info/020974825",NA,"","","","","15,A28",2468,1,NA,NA,"Augustová, Zuzana"
"1548",1548,"","","ISBN:978-7-5327-6208-8 Pp. : RMB ¥ 40.00, IDN:1065066759","","Huang","Xueyuan",NA,"Yue liang de yin an mian = Die dunkle Seite des Mondes / Huang Xue yuan yi","Yue liang de yin an mian = Die dunkle Seite des Mondes / Huang Xue yuan yi","Di 1 ban",NA,NA,NA,NA,2013,"10, 316 S.","978-7-5327-6208-8",NA,NA,NA,"Pp. : RMB ¥ 40.00","chi","","",NA,"","","http://d-nb.info/1052612814",NA,"","","",NA,"15,A06",2468,1,NA,NA,"Huang, Xueyuan"
"1588",1588,"","","ISBN:5-300-00571-1 Kunststoff : Rbl 21000.00, IDN:959225684",NA,"Wörishöffer","Sophie",NA,"T. 2. Sokrovišča Peru : roman ; [perevod s nemeckogo] / K. Verisgofer [u.a.]","T. 2. Sokrovišča Peru : roman ; [perevod s nemeckogo] / K. Verisgofer [u.a.]","",NA,NA,NA,NA,1996,"394 S. : Ill.","5-300-00571-1",NA,NA,NA,"Kunststoff : Rbl 21000.00","rus","","","","","","http://d-nb.info/959219072",NA,"","","","","00,G03,1614",2468,1,NA,NA,"Wörishöffer, Sophie"
"1659",1659,"","","ISBN:978-90-364-3120-0 Festeinband: EUR 45.00, 90-364-3120-4, IDN:1111807531","","George","Nina"," Posthuma, Roelof (S.R.) [Mitwirkender]","deel 1.","deel 1.","",NA,NA,NA,NA,2016,"248 Seiten : Illustrationen","978-90-364-3120-0",NA,NA,NA,"Festeinband: EUR 45.00","dut","","",NA,"Grote letter bibliotheek ; 3120","","http://d-nb.info/1137290471, http://d-nb.info/551971266",NA,"","","Das Lavendelzimmer",NA,"17,A32",2468,1,NA,NA,"George, Nina"
"1680",1680,"","","ISBN:80-85844-59-1 Gewebe, IDN:962106216",NA,"Koubová","Věra",NA,"Sv. 9. Deníky z cest / [v příloze pasáže z deník°u Maxe Broda. Překl. a komentář Věra Koubová. Jmenný rejstřík ke Kafkovým Deník°um I - III Věra Koubová]","Sv. 9. Deníky z cest / [v příloze pasáže z deník°u Maxe Broda. Překl. a komentář Věra Koubová. Jmenný rejstřík ke Kafkovým Deník°um I - III Věra Koubová]","Vyd. 1.",NA,NA,NA,NA,1999,"243 S.","80-85844-59-1",NA,NA,NA,"Gewebe","cze","","","","","","http://d-nb.info/95155266X",NA,"","","","","94,P01",2468,1,NA,NA,"Koubová, Věra"
"1690",1690,"","","ISBN:Kunststoff, IDN:954881095",NA,"Sicińska","Edyta",NA,"T. 2. Józef w Egipcie / przeł.: Edyta Gałuszkowa-Sicińska ; Maria Traczewska","T. 2. Józef w Egipcie / przeł.: Edyta Gałuszkowa-Sicińska ; Maria Traczewska","Wyd. 1 w tej ed.",NA,NA,NA,NA,1997,"614 S.","",NA,NA,NA,"Kunststoff","pol","","","","","","http://d-nb.info/954880951",NA,"","","","","99,G01,1289",2468,1,NA,NA,"Sicińska, Edyta"
"1744",1744,"","","ISBN:2-253-13232-2 kart. : ffr 145.00, 225-313232-2 (falsch) kart. : ffr 145.00, IDN:948335823",NA,"Hausser","Isabelle",NA,"3. Essais / éd. préf., établie et annotée par Isabelle Hausser. Trad. de Alzir Hella ...","3. Essais / éd. préf., établie et annotée par Isabelle Hausser. Trad. de Alzir Hella ...","",NA,NA,NA,NA,1996,"1273 S.","2-253-13232-2",NA,NA,NA,"kart. : ffr 145.00","fre","","","","","","http://d-nb.info/948335653",NA,"","","","","97,G01,1964",2468,1,NA,NA,"Hausser, Isabelle"
"1751",1751,"","","ISBN:978-83-7515-406-1 Festeinband, 83-7515-406-7, IDN:1122225261","","Haratischwili","Nino"," Poprawska, Urszula [Mitwirkender]","Tom 2.","Tom 2.","[Wydanie 1]",NA,NA,NA,NA,2016,"655 Seiten ; 21 cm","978-83-7515-406-1",NA,NA,NA,"Festeinband","pol","","",NA,"","","http://d-nb.info/1106261305",NA,"","","",NA,"17,A04",2468,1,NA,NA,"Haratischwili, Nino"
"1813",1813,"","","ISBN:Kunststoff, IDN:95488101X",NA,"Sicińska","Edyta",NA,"T. 1. Historie Jakubowe, młody Józef / tłum. Edyta Gałuszkowa-Sicińska","T. 1. Historie Jakubowe, młody Józef / tłum. Edyta Gałuszkowa-Sicińska","Wyd. 1 w tej ed.",NA,NA,NA,NA,1997,"656 S.","",NA,NA,NA,"Kunststoff","pol","","","","","","http://d-nb.info/954880951",NA,"","","","","99,G01,1289",2468,1,NA,NA,"Sicińska, Edyta"
"1827",1827,"","","ISBN:kart., IDN:100527150X",NA,"Muskała","Monika",NA,"2. / [Transl. by Monika Muskała ...]","2. / [Transl. by Monika Muskała ...]","",NA,NA,NA,NA,2005,"299 S.","",NA,NA,NA,"kart.","pol","",NA,NA,"","","http://d-nb.info/1005270805",NA,"","","",NA,"94,P01",2468,1,NA,NA,"Muskała, Monika"
"1855",1855,"","","ISBN:978-83-7999-860-9 Festeinband, 83-7999-860-X, IDN:113692907X","","Link","Charlotte"," Guzik, Dariusz [Übersetzer]","Część 2","Część 2","",NA,NA,NA,NA,2016,"266 Seiten","978-83-7999-860-9",NA,NA,NA,"Festeinband","pol","","",NA,"Bestsellery kryminalne ; tom 19","","http://d-nb.info/1133091989, http://d-nb.info/113216320X",NA,"","","",NA,"17,A31",2468,1,NA,NA,"Link, Charlotte"
"1892",1892,"","","ISBN:978-9944-492-31-7 kart., IDN:992021367",NA,"Aksu Yılmazer","Zehra",NA,"1. Hamlet makinesi / almanca'dan çeviren: Zehra Aksu Yılmazer","1. Hamlet makinesi / almanca'dan çeviren: Zehra Aksu Yılmazer","",NA,NA,NA,NA,2008,"220 S.","978-9944-492-31-7",NA,NA,NA,"kart.","tur","",NA,NA,"De Ki ; 31 : Tiyatro","","http://d-nb.info/994702892, http://d-nb.info/989973395",NA,"","","",NA,"09,A27,1312",2468,1,NA,NA,"Aksu Yılmazer, Zehra"
"2010",2010,"","","ISBN:978-94-6054-061-5 Pp., IDN:1010266683",NA,"Doelman","Elke",NA,"40. / Vertaling: Elke Doelman","40. / Vertaling: Elke Doelman","",NA,NA,NA,NA,2010,"[40] S. : Ill.","978-94-6054-061-5",NA,NA,NA,"Pp.","dut","","",NA,"","","http://d-nb.info/1013123131",NA,"","","","","11,A27",2468,1,NA,NA,"Doelman, Elke"
"2029",2029,"","","ISBN:951-30-9537-1 Pp., IDN:944273025",NA,"Suominen","Oili",NA,"3. 1918, Liikemies Huguenau eli asiallisuus / suomentanut Oili Suominen","3. 1918, Liikemies Huguenau eli asiallisuus / suomentanut Oili Suominen","",NA,NA,NA,NA,1994,"332 S.","951-30-9537-1",NA,NA,NA,"Pp.","fin","","","","Keltainen kirjasto ; 271","","http://d-nb.info/944272940, http://d-nb.info/552021229",NA,"","","","","95,G04,1284",2468,1,NA,NA,"Suominen, Oili"
"2030",2030,"","","ISBN:0-691-04345-0 kart. : $ 16.95, IDN:950559938",NA,"Brown","Jane K.",NA,"Vol. 10. Conversations of German refugees [u.a.] / transl. by Jan van Heurck ... Ed. by Jane K. Brown","Vol. 10. Conversations of German refugees [u.a.] / transl. by Jan van Heurck ... Ed. by Jane K. Brown","1. Princeton paperback print.",NA,NA,NA,NA,1995,"VIII, 440 S.","0-691-04345-0",NA,NA,NA,"kart. : $ 16.95","eng","","","","","","http://d-nb.info/945607733",NA,"","","","","97,G03,1752",2468,1,NA,NA,"Brown, Jane K."
"2086",2086,"","","ISBN:84-206-4098-0, IDN:96927453X",NA,"Bravo-Villasante","Carmen",NA,"2. / [Trad.: Carmen Bravo-Villasante]","2. / [Trad.: Carmen Bravo-Villasante]","1. ed. en ""Área de conocimiento : Literatura""",NA,NA,NA,NA,2002,"203 S.","84-206-4098-0",NA,NA,NA,"","spa","",NA,NA,"El libro de bolsillo ; 5612 : Literatura","","http://d-nb.info/969274203, http://d-nb.info/017086388",NA,"","","",NA,"04,A01,1343",2468,1,NA,NA,"Bravo-Villasante, Carmen"
"2131",2131,"","","ISBN:978-83-7999-861-6 Festeinband, 83-7999-861-8, IDN:1136929177","","Link","Charlotte"," Kuczyńska-Szymala, Daria [Übersetzer]","Część 1","Część 1","",NA,NA,NA,NA,2016,"297 Seiten","978-83-7999-861-6",NA,NA,NA,"Festeinband","pol","","",NA,"Bestsellery kryminalne ; tom 20","","http://d-nb.info/1137215402, http://d-nb.info/113216320X",NA,"","","",NA,"17,A31",2468,1,NA,NA,"Link, Charlotte"
"2135",2135,"","","ISBN:84-206-4097-2, IDN:969274416",NA,"Bravo-Villasante","Carmen",NA,"1. / [Trad.: Carmen Bravo-Villasante]","1. / [Trad.: Carmen Bravo-Villasante]","1. ed. en ""Área de conocimiento : Literatura""",NA,NA,NA,NA,2002,"211 S.","84-206-4097-2",NA,NA,NA,"","spa","",NA,NA,"El libro de bolsillo ; 5611 : Literatura","","http://d-nb.info/969274203, http://d-nb.info/017086388",NA,"","","",NA,"04,A01,1343",2468,1,NA,NA,"Bravo-Villasante, Carmen"
"2160",2160,"","","ISBN:975-510-872-6 kart., IDN:969895860",NA,"Kantemir","İris",NA,"Cilt 1. / Almanca aslından çeviren İri̇s Kantemi̇r","Cilt 1. / Almanca aslından çeviren İri̇s Kantemi̇r","2. basım",NA,NA,NA,NA,2002,"423 S.","975-510-872-6",NA,NA,NA,"kart.","tur","",NA,NA,"Çağdaş dünya yazarları","","http://d-nb.info/958621896",NA,"","","",NA,"04,A09,1647",2468,1,NA,NA,"Kantemir, İris"
"2223",2223,"","","ISBN:978-973-1999-50-0 Kunststoff, IDN:1020218797",NA,"Schiefer","Josefina",NA,"Vol. 1. / Trad. de Josefina Schiefer","Vol. 1. / Trad. de Josefina Schiefer","",NA,NA,NA,NA,2008,"570 S.","978-973-1999-50-0",NA,NA,NA,"Kunststoff","rum","",NA,NA,"Colecţia Adevărul ; 128","","http://d-nb.info/1026437814, http://d-nb.info/1026434033",NA,"","","",NA,"94,P01",2468,1,NA,NA,"Schiefer, Josefina"
"2251",2251,"","","ISBN:978-83-7999-862-3 Festeinband, 83-7999-862-6, IDN:1136929258","","Link","Charlotte"," Kuczyńska-Szymala, Daria [Übersetzer]","Część 2","Część 2","",NA,NA,NA,NA,2016,"298 Seiten","978-83-7999-862-3",NA,NA,NA,"Festeinband","pol","","",NA,"Bestsellery kryminalne ; tom 21","","http://d-nb.info/1137215402, http://d-nb.info/113216320X",NA,"","","",NA,"17,A31",2468,1,NA,NA,"Link, Charlotte"
"2274",2274,"","","ISBN:978-9941-445-20-0 kart., 978-9941-445-09-5, IDN:104629797X","","Haratischwili","Nino",NA,"1. Nino Xaratišvili ...","1. Nino Xaratišvili ...","",NA,NA,NA,NA,2012,"293 S. : Ill.","978-9941-445-20-0",NA,NA,NA,"kart.","geo","","",NA,"","Inhaltsverzeichnis [http://d-nb.info/104629797x/04]","http://d-nb.info/1065412738",NA,"","","",NA,"16,A02",2468,1,NA,NA,"Haratischwili, Nino"
"2314",2314,"","","ISBN:978-80-7008-248-5 kart. : Kč 240.00, 80-7008-248-8, IDN:1025260333",NA,"Augustová","Zuzana",NA,"3. / [Z německého orig. přel. Zuzana Augustová ...]","3. / [Z německého orig. přel. Zuzana Augustová ...]","1. vyd.",NA,NA,NA,NA,2010,"308 S. : Ill.","978-80-7008-248-5",NA,NA,NA,"kart. : Kč 240.00","cze","","",NA,"Edice Divadelní hry ; Sv. 11","Inhaltsverzeichnis [http://d-nb.info/1025260333/04]","http://d-nb.info/956843670, http://d-nb.info/020974825",NA,"","","","","94,P01",2468,1,NA,NA,"Augustová, Zuzana"
"2394",2394,"","","ISBN:978-88-344-2854-2 kart. : EUR 16.50, IDN:1023675587","","Molli-Boffa","Laura",NA,"1. Il primo corno / [trad. di Laura Molli-Boffa]","1. Il primo corno / [trad. di Laura Molli-Boffa]","",NA,NA,NA,NA,2012,"410 S.","978-88-344-2854-2",NA,NA,NA,"kart. : EUR 16.50","ita","","",NA,"","","http://d-nb.info/102821359X",NA,"","","",NA,"12,A49",2468,1,NA,NA,"Molli-Boffa, Laura"
"2406",2406,"","","ISBN:4-15-011521-4 kart. : Y 560.00, IDN:988928922",NA,"Hayashi","Keiko",NA,"313. Zero-jikan-no-hashi / H. G. Furanshisu & Kuruto Māru. Hayashi Keiko ; Aoyama Akane yaku","313. Zero-jikan-no-hashi / H. G. Furanshisu & Kuruto Māru. Hayashi Keiko ; Aoyama Akane yaku","",NA,NA,NA,NA,2005,"266 S. : Ill. ; 15 cm","4-15-011521-4",NA,NA,NA,"kart. : Y 560.00","jpn","",NA,NA,"[Hayakawa-bunko / SF] Hayakawa bunko, SF ; 1521","","http://d-nb.info/1108602320, http://d-nb.info/965282317",NA,"","","",NA,"09,A30,2413",2468,1,NA,NA,"Hayashi, Keiko"
"2414",2414,"","","ISBN:978-83-60699-24-9 Broschur, 83-60699-24-0, IDN:1138034398","","Bikont","Karolina",NA,"Tom 1","Tom 1","",NA,NA,NA,NA,2014,"639 Seiten ; 21 cm","978-83-60699-24-9",NA,NA,NA,"Broschur","pol","",NA,NA,"","Inhaltsverzeichnis [http://d-nb.info/1138034398/04]","http://d-nb.info/1154509044",NA,"","","","","18,A12",2468,1,NA,NA,"Bikont, Karolina"
"2417",2417,"","","ISBN:978-83-60699-15-7 Broschur, 83-60699-15-1, IDN:1036911578","","Bikont","Karolina",NA,"Tom 1 / polish translation: Karolina Bikont, Jacek St. Buras, Maciej Ganczar, Jacek Kaduczak","Tom 1 / polish translation: Karolina Bikont, Jacek St. Buras, Maciej Ganczar, Jacek Kaduczak","",NA,NA,NA,NA,2012,"485 Seiten ; 21 cm","978-83-60699-15-7",NA,NA,NA,"Broschur","pol","","",NA,"","Inhaltsverzeichnis [http://d-nb.info/1036911578/04]","http://d-nb.info/1126065021",NA,"","","",NA,"94,P01",2468,1,NA,NA,"Bikont, Karolina"
"2435",2435,"","","ISBN:88-04-35774-6 Pp., IDN:942451635",NA,"Vigliani","Ada",NA,"Vol. 1. / A cura di Ada Vigliani. Pref. di Giorgio Cusatelli","Vol. 1. / A cura di Ada Vigliani. Pref. di Giorgio Cusatelli","1. ed.",NA,NA,NA,NA,1992,"LXVIII, 1018 S.","88-04-35774-6",NA,NA,NA,"Pp.","ita","","","","","","http://d-nb.info/942451589",NA,"","","","","95,G02,1582",2468,1,NA,NA,"Vigliani, Ada"
"2438",2438,"","","ISBN:978-84-205-5462-4 Pp., 84-205-5462-6, IDN:1024921042","","Nieto Silva","Eva",NA,"Los herederos / [trad. del alemán: Eva Nieto Silva]","Los herederos / [trad. del alemán: Eva Nieto Silva]","",NA,NA,NA,NA,2009,"598 S.","978-84-205-5462-4","",NA,NA,"Pp.","spa","","",NA,"","","http://d-nb.info/1017475563",NA,"","","","","13,A13",2468,1,NA,NA,"Nieto Silva, Eva"
"2456",2456,"","","ISBN:978-80-7008-250-8 kart. : Kč 240.00, 80-7008-250-X, IDN:1025261208",NA,"Augustová","Zuzana",NA,"4. / [Z německého orig. přel. Zuzana Augustová ...]","4. / [Z německého orig. přel. Zuzana Augustová ...]","1. vyd.",NA,NA,NA,NA,2010,"418 S.","978-80-7008-250-8",NA,NA,NA,"kart. : Kč 240.00","cze","","",NA,"Edice Divadelní hry ; Sv. 12","Inhaltsverzeichnis [http://d-nb.info/1025261208/04]","http://d-nb.info/956843670, http://d-nb.info/020974825",NA,"","","","","94,P01",2468,1,NA,NA,"Augustová, Zuzana"
"2471",2471,"Aachen","830 Deutsche Literatur ; B Belletristik","ISBN:978-3-89514-954-2 kart. : EUR 9.00 (DE), EUR 9.20 (AT), sfr 15.50 (freier Pr.), IDN:1001789350",NA,"Parise","Claudia C."," Lunardini, Raffaella [Übersetzer]","Fausts Faust : neue Märchen ; Deutsch-Italienisch = Il pugno fausto di Fausto / Claudia Cornelia Parise. Ins Ital. übertr. von Raffaella Lunardini","","Orig.-Ausg., zweisprachige Ausg., 1. Aufl.",NA,NA,NA," Fischer",2010,"82 S. ; 21 cm","978-3-89514-954-2",NA,NA,NA,"kart. : EUR 9.00 (DE), EUR 9.20 (AT), sfr 15.50 (freier Pr.)","ger","XA-DE-NW","",NA,"Die blaue Bibliothek ; Bd. 12","","http://d-nb.info/980342961",NA,"","","","","10,N17 , 11,A09",8,2,50.776351,6.083862,"Parise, Claudia C."
"2473",2473,"Aachen","850 Italienische, rumänische, rätoromanische Literatur ; B Belletristik","ISBN:978-3-89514-829-3 kart. : EUR 9.00 (DE), EUR 9.20 (AT), sfr 15.50 (freier Pr.), IDN:990503224","","Parise","Claudia C."," Mazzoni, Maria Luisa [Übersetzer]","Die Zauberstadt oder der Sinn des Lexikons : Märchen ; Deutsch-Italienisch = La città incantata oppure il significato del dizionario / Claudia Cornelia Parise. Ins Ital. übertr. von Maria Luisa Mazzoni","","Orig.-Ausg., zweisprachige Ausg., 1. Aufl.",NA,NA,NA," Fischer",2009,"104 S. ; 21 cm","978-3-89514-829-3","",NA,NA,"kart. : EUR 9.00 (DE), EUR 9.20 (AT), sfr 15.50 (freier Pr.)","ger","XA-DE-NW","",NA,"Die blaue Bibliothek ; Bd. 11","","http://d-nb.info/980342961",NA,"","","","","08,N41,1229 , 09,A15,2447",8,2,50.776351,6.083862,"Parise, Claudia C."
"2474",2474,"Aachen","830 Deutsche Literatur ; B Belletristik","ISBN:978-3-8422-4556-3 Broschur : EUR 9.00 (DE), EUR 9.30 (AT), 3-8422-4556-4, IDN:1137336013","","Parise","Claudia C."," Lunardini, Raffaella [Übersetzer]","Schnarchidee : neue Märchen : zweisprachige Ausgabe Deutsch-Italienisch = Le idee stramapalte del dormiveglia / Claudia Cornelia Parise ; ins Italienische übertragen von Raffaella Lunardini","","Originalausgabe, 1. Auflage",NA,NA,NA," Karin Fischer Verlag",2018,"72 Seiten : Illustrationen ; 21 cm","978-3-8422-4556-3",NA,NA,NA,"Broschur : EUR 9.00 (DE), EUR 9.30 (AT)","ger","XA-DE-NW","",NA,"Die blaue Bibliothek ; Band 16","Inhaltsverzeichnis [http://d-nb.info/1137336013/04]","http://d-nb.info/980342961",NA,"","","",NA,"17,N31 , 18,A40",8,2,50.776351,6.083862,"Parise, Claudia C."
"2476",2476,"Aachen","830 Deutsche Literatur ; B Belletristik","ISBN:978-3-95631-429-2 Broschur : EUR 10.50 (AT), sfr 13.20 (freier Preis), EUR 10.50 (DE), 3-95631-429-8, 978-3-95631-429-7 (falsch), IDN:1097222950","","Mazzi","Lisa",NA,"Fragmente : lyrische Texte = Frammenti / Lisa Mazzi","","[1. Auflage]",NA,NA,NA," Shaker Media",2016,"115 Seiten : Illustrationen ; 21 cm, 174 g","978-3-95631-429-2",NA,NA,NA,"Broschur : EUR 10.50 (AT), sfr 13.20 (freier Preis), EUR 10.50 (DE)","ger","XA-DE-NW","",NA,"","Inhaltsverzeichnis [http://d-nb.info/1097222950/04]","",NA,"","","",NA,"16,N17 , 16,A22",8,2,50.776351,6.083862,"Mazzi, Lisa"
"2485",2485,"Aarhus","59 Belletristik","ISBN:87-7724-528-8 kart., IDN:947810935",NA,"Deitmer","Sabine",NA,"Dominierende damer / Sabine Deitmer. Overs. af Mogens Larsen","","1. udg.",NA,NA,NA," Klim",1995,"214 S. ; 22 cm","87-7724-528-8",NA,NA,NA,"kart.","dan","XA-DK","","","","","",NA,"","","Dominante Damen <dän.>","","96,G04,1849",20,5,56.1496278,10.2134046,"Deitmer, Sabine"
"2492",2492,"Aarhus","830 Deutsche Literatur ; B Belletristik","ISBN:978-87-93805-07-1 Broschur, IDN:1195451814",NA,"Leky","Mariana"," Westerfeld, Maj [Übersetzer]","[Leky] ; Hvad man kan se herfra / Mariana Leky ; oversat af Maj Westerfeld","","1. udgave",NA,NA,NA," OLGA",2019,"311 Seiten ; 22 cm","978-87-93805-07-1",NA,NA,NA,"Broschur","dan","XA-DK","",NA,"","Inhaltsverzeichnis [http://d-nb.info/1195451814/04]","",NA,"","","Mariana Leky: Was man von hier aus sehen kann",NA,"19,A42",20,5,56.1496278,10.2134046,"Leky, Mariana"
"2496",2496,"Aarhus","830 Deutsche Literatur ; B Belletristik","ISBN:978-87-7129-180-3 kart., IDN:1050784472","","Borrmann","Mechtild"," Hansen, Jesper Høy [Übersetzer]","Den, der bryder tavsheden : kriminalroman / Mechtild Borrmann. Overs. af Jesper Høy Hansen","","1. udg.",NA,NA,NA," Klim",2014,"213 S. ; 22 cm","978-87-7129-180-3",NA,NA,NA,"kart.","dan","XA-DK",NA,NA,"","","",NA,"","","Wer das Schweigen bricht <dän.>","","15,A13",20,5,56.1496278,10.2134046,"Borrmann, Mechtild"
"2497",2497,"Aarhus","830 Deutsche Literatur ; B Belletristik","ISBN:87-87817-05-5 Broschur, IDN:107649160X",NA,"Seghers","Anna",NA,"Det syvende kors / Anna Seghers ; på dansk ved Ulla Brandt","","",NA,NA,NA," Socialistisk Bogklub",1980,"385 Seiten ; 21 cm","87-87817-05-5",NA,NA,NA,"Broschur","dan","XA-DK",NA,NA,"","","",NA,"Deutschland ; Konzentrationslager ; Gefangener ; Flucht ; Geschichte 1937; Rheinhessen ; Konzentrationslager ; Gefangener ; Flucht ; Geschichte 1937","","Seghers <dän.>",NA,"94,P01",20,5,56.1496278,10.2134046,"Seghers, Anna"
"2499",2499,"Aarhus","830 Deutsche Literatur ; B Belletristik","ISBN:978-87-7141-005-1 kart., IDN:1028601735","","Erpenbeck","Jenny"," Westerfeld, Maj [Übersetzer]","Hjemsøgelse / Jenny Erpenbeck. På dansk ved Maj Westerfeld","","1. udg., 1. opl.",NA,NA,NA," Turbine",2012,"183 S. ; 22 cm","978-87-7141-005-1",NA,NA,NA,"kart.","dan","XA-DK","",NA,"","","",NA,"Brandenburg ; Seeufer ; Haus ; Bewohner ; Geschichte 1900-2000 ; Belletristische Darstellung","","Heimsuchung <dän.>",NA,"13,A30",20,5,56.1496278,10.2134046,"Erpenbeck, Jenny"
"2502",2502,"Aarhus","830 Deutsche Literatur ; B Belletristik","ISBN:978-87-7171-629-0 Broschur, IDN:1208939521",NA,"Buchholz","Simone"," Jonia, Jacob [Übersetzer]","[Buchholz] ; Den blå nat / Simone Buchholz ; oversat af Jacob Jonia","","1. udgave, 1.oplag",NA,NA,NA," DreamLitt",2020,"221 Seiten ; 22 cm","978-87-7171-629-0",NA,NA,NA,"Broschur","dan","XA-DK","",NA,"","","",NA,"","","Simone Buchholz: Blaue Nacht",NA,"21,A06",20,5,56.1496278,10.2134046,"Buchholz, Simone"
"2503",2503,"Aarhus","59 Belletristik","ISBN:87-7724-482-6 kart., IDN:946194017",NA,"Deitmer","Sabine",NA,"Kolde kys / Sabine Deitmer. Overs. af Mogens Larsen","","1. udg.",NA,NA,NA," Klim",1995,"235 S. ; 22 cm","87-7724-482-6",NA,NA,NA,"kart.","dan","XA-DK","","","","","",NA,"","","Kalte Küsse <dän.>","","96,G04,1850",20,5,56.1496278,10.2134046,"Deitmer, Sabine"
"2504",2504,"Aarhus","830 Deutsche Literatur ; B Belletristik","ISBN:978-87-406-0719-2 Broschur, 87-406-0719-4, IDN:1081744758","","Hanika","Beate Teresa",NA,"[Erzähl mir von der Liebe] ; Fortæl mig om kærligheden / Beate Teresa Hanika ; på dansk ved Birgit Fuglsang","","1. udgave",NA,NA,NA," Turbine",2015,"152 Seiten ; 21 cm","978-87-406-0719-2",NA,NA,NA,"Broschur","dan","XA-DK","",NA,"","","",NA,"Berlin ; Fotomodell ; Wohngemeinschaft ; Alltag ; Liebesbeziehung","","Erzähl mir von der Liebe","","17,A34",20,5,56.1496278,10.2134046,"Hanika, Beate Teresa"
"2512",2512,"Aarhus","830 Deutsche Literatur ; B Belletristik","ISBN:978-87-93717-29-9 Broschur, IDN:1182955304",NA,"Keun","Irmgard",NA,"[Keun] ; Barn af verden / Irmgard Keun ; oversat af Inge Nissen","","",NA,NA,NA," Forlaget Silkefyret",2019,"171 Seiten ; 19 cm","978-87-93717-29-9",NA,NA,NA,"Broschur","dan","XA-DK","",NA,"","","",NA,"Deutsche ; Exil ; Mädchen ; Überleben ; Geschichte 1936","","Irmgard Keun: Kind aller Länder",NA,"19,A18",20,5,56.1496278,10.2134046,"Keun, Irmgard"
"2523",2523,"Aarhus","59 Belletristik","ISBN:87-7394-198-0 kart., IDN:930847652",NA,"Rodrian","Irene",NA,"Intet karneval i Rio : en spaendingsbog / Irene Rodrian. Overs. af Knud A. Holst","","1. opl.",NA,NA,NA," Modtryk",1990,"148 S. ; 21 cm","87-7394-198-0",NA,NA,NA,"kart.","dan","XA-DK","","","","","",NA,"","","Du lebst auf Zeit am Zuckerhut <niederländ.>","","93,G03,1120",20,5,56.1496278,10.2134046,"Rodrian, Irene"
"2535",2535,"Aartselaar","830 Deutsche Literatur ; B Belletristik","ISBN:978-90-447-3990-9 spiralgeh., IDN:1051791723","","Winter","Lena",NA,"Happy work : tips en wijsheden die je werkdag aangenamer maken / [Autorin: Lena Winter. Nederlandse vertaling: Ann Van Doorslaer]","",""," België ",NA,NA," Deltas",2014,"[192] S. : zahlr. Ill. ; 12 x 13 cm","978-90-447-3990-9",NA,NA,NA,"spiralgeh.","dut","XA-BE",NA,NA,"","","",NA,"","","100 x gute Laune fürs Büro <niederländ.>","","15,A11",32,7,51.133297,4.3870241,"Winter, Lena"
